,Jahr,Kreis-Id, Stadt,Winterweizen
928,2000,07132,"      Altenkirchen (Westerwald), Landkreis",62.4
929,2000,07133,"      Bad Kreuznach, Landkreis",63.7
930,2000,07134,"      Birkenfeld, Landkreis",56.5
931,2000,07135,"      Cochem-Zell, Landkreis",67.7
932,2000,07137,"      Mayen-Koblenz, Landkreis",69.0
933,2000,07138,"      Neuwied, Landkreis",62.5
934,2000,07140,      Rhein-Hunsrück-Kreis,66.7
935,2000,07141,      Rhein-Lahn-Kreis,69.5
936,2000,07143,      Westerwaldkreis,59.3
938,2000,07231,"      Bernkastel-Wittlich, Landkreis",62.4
939,2000,07232,      Eifelkreis Bitburg-Prüm,61.9
940,2000,07233,"      Vulkaneifel, Landkreis",59.9
941,2000,07235,"      Trier-Saarburg, Landkreis",62.6
952,2000,07331,"      Alzey-Worms, Landkreis",70.7
953,2000,07332,"      Bad Dürkheim, Landkreis",70.9
954,2000,07333,      Donnersbergkreis,69.2
955,2000,07334,"      Germersheim, Landkreis",61.7
956,2000,07335,"      Kaiserslautern, Landkreis",59.8
957,2000,07336,"      Kusel, Landkreis",59.1
958,2000,07337,"      Südliche Weinstraße, Landkreis",66.4
959,2000,07338,      Rhein-Pfalz-Kreis,67.6
960,2000,07339,"      Mainz-Bingen, Landkreis",70.5
961,2000,07340,"      Südwestpfalz, Landkreis",62.4
964,1999,07131,"      Ahrweiler, Landkreis",58.0
965,1999,07132,"      Altenkirchen (Westerwald), Landkreis",57.3
966,1999,07133,"      Bad Kreuznach, Landkreis",64.7
967,1999,07134,"      Birkenfeld, Landkreis",58.5
968,1999,07135,"      Cochem-Zell, Landkreis",66.8
969,1999,07137,"      Mayen-Koblenz, Landkreis",71.1
970,1999,07138,"      Neuwied, Landkreis",61.4
971,1999,07140,      Rhein-Hunsrück-Kreis,70.3
972,1999,07141,      Rhein-Lahn-Kreis,68.6
973,1999,07143,      Westerwaldkreis,56.9
975,1999,07231,"      Bernkastel-Wittlich, Landkreis",63.0
976,1999,07232,      Eifelkreis Bitburg-Prüm,60.8
977,1999,07233,"      Vulkaneifel, Landkreis",58.3
978,1999,07235,"      Trier-Saarburg, Landkreis",62.2
989,1999,07331,"      Alzey-Worms, Landkreis",73.4
990,1999,07332,"      Bad Dürkheim, Landkreis",69.0
991,1999,07333,      Donnersbergkreis,71.6
992,1999,07334,"      Germersheim, Landkreis",67.0
993,1999,07335,"      Kaiserslautern, Landkreis",57.4
994,1999,07336,"      Kusel, Landkreis",58.7
995,1999,07337,"      Südliche Weinstraße, Landkreis",70.2
996,1999,07338,      Rhein-Pfalz-Kreis,68.2
997,1999,07339,"      Mainz-Bingen, Landkreis",73.5
998,1999,07340,"      Südwestpfalz, Landkreis",61.6
