Kreis-Id; Stadt;Winterweizen;Roggen und Wintermenggetreide;Wintergerste;Sommergerste;Hafer;Triticale;Kartoffeln;Zuckerrüben;Winterraps;Silomais
08135;      Heidenheim, Landkreis;74,3;.;66,6;64,3;.;.;.;.;.;.
08136;      Ostalbkreis, Landkreis;77;.;66;69,2;59,1;69,5;.;.;36,3;519,5
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;70,1;50,8;59,8;60,9;51;.;.;699,7;35;.
08216;      Rastatt, Landkreis;.;.;.;.;.;.;.;.;.;.
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;55,2;.;42,1;65,1;54,8;42,1;.;700,5;26,3;376,3
08226;      Rhein-Neckar-Kreis, Landkreis;68,9;46,3;66,1;60,1;44,5;.;475,6;731,1;33,2;436,2
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08235;      Calw, Landkreis;69,6;.;54,4;68,4;51,8;.;.;.;.;.
08236;      Enzkreis, Landkreis;73,8;.;69,2;62,8;.;.;.;.;34,6;514,3
08237;      Freudenstadt, Landkreis;78,9;.;62,8;64,8;60,3;.;245,8;.;37,4;502
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;79,8;.;65,4;65,4;.;.;.;.;.;.
08316;      Emmendingen, Landkreis;71,1;.;.;.;.;.;.;.;.;.
08317;      Ortenaukreis, Landkreis;71,2;.;61;.;56,5;66;.;.;.;.
08325;      Rottweil, Landkreis;74,4;.;70;65,1;62,2;71,5;.;.;.;470,8
08326;      Schwarzwald-Baar-Kreis, Landkreis;74,7;.;68,5;62;54,1;64,1;.;.;.;.
08327;      Tuttlingen, Landkreis;72,3;.;69,4;55,8;60,9;51,3;.;.;40,8;451,7
08335;      Konstanz, Landkreis;68,4;.;61,2;61,8;.;.;.;.;34,5;565,8
08336;      Lörrach, Landkreis;.;.;.;.;.;.;.;.;.;.
08337;      Waldshut, Landkreis;66,4;.;59;55,8;45,6;63,9;.;.;.;509,3
08415;      Reutlingen, Landkreis;62,9;.;58,2;53,8;58,2;73;274,9;.;38,9;415,5
08416;      Tübingen, Landkreis;65,4;.;.;65,5;58,3;.;.;.;36,7;.
08417;      Zollernalbkreis, Landkreis;63,2;.;56,5;.;55,1;52,2;.;.;37,2;487,4
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;76;.;72,2;68,7;63,5;77,5;558,8;793,3;41,9;502,7
08426;      Biberach, Landkreis;78,7;.;74,3;66,9;61,6;77,8;.;.;40,8;440,6
08435;      Bodenseekreis, Landkreis;76,8;.;66,4;.;.;.;.;.;.;.
08436;      Ravensburg, Landkreis;76,5;.;72,3;64,3;.;.;.;.;.;458,9
08437;      Sigmaringen, Landkreis;79,9;.;71,3;64,2;63,7;71,3;278;.;39,5;411,5
2011;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08115;      Böblingen, Landkreis;82,6;.;69,3;61,5;.;.;486,2;813;29,4;493,4
08116;      Esslingen, Landkreis;67,9;.;63,4;58,5;57,7;.;445,6;.;36,3;513,6
08117;      Göppingen, Landkreis;81,3;.;71,4;.;.;77,3;.;.;.;.
08118;      Ludwigsburg, Landkreis;75,6;.;63,9;51,9;48,3;.;353,8;841,9;37,9;520
08119;      Rems-Murr-Kreis, Landkreis;65,4;.;59,4;50,4;49,2;53,8;419,2;824,3;.;508
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;71,9;.;65,5;50,6;49,2;68,7;454,7;802,4;31;480,8
08126;      Hohenlohekreis, Landkreis;60,7;.;58,4;38;45,7;.;.;844,7;17,4;519,3
08127;      Schwäbisch Hall, Landkreis;78,6;.;66,3;56;55,8;77,5;.;.;25,9;429,1
08128;      Main-Tauber-Kreis, Landkreis;54,8;45,2;42,1;41,5;43,6;53,3;415,7;774,2;10,7;466,2
08135;      Heidenheim, Landkreis;59,7;.;62,6;47,9;33,3;.;.;.;31,5;.
08136;      Ostalbkreis, Landkreis;71,6;.;59,2;43,4;33,2;70,4;.;.;27,4;476,4
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;62,7;40,3;50,7;45,8;40;.;501,2;735,9;29,6;.
08216;      Rastatt, Landkreis;.;.;.;.;.;.;.;.;.;.
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;61,9;.;52,4;44,8;41,8;56,1;441,5;759,3;22,9;471,7
08226;      Rhein-Neckar-Kreis, Landkreis;61,1;38,1;56,9;41,3;37,3;.;374,3;782,1;25,8;485,1
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08235;      Calw, Landkreis;88,8;.;.;68,1;.;.;388,1;.;.;.
08236;      Enzkreis, Landkreis;77,4;.;61;53,6;.;.;.;.;32,8;569
08237;      Freudenstadt, Landkreis;84,2;.;63,3;60,7;51,5;.;269;.;37;540,8
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;91,9;.;73,2;55,2;.;.;.;.;.;.
08316;      Emmendingen, Landkreis;83;.;.;.;.;.;.;.;.;.
08317;      Ortenaukreis, Landkreis;81,2;.;71,9;.;.;62,8;.;.;.;430,2
08325;      Rottweil, Landkreis;82,8;.;68,6;58;58,6;83,6;.;.;33,6;555,8
08326;      Schwarzwald-Baar-Kreis, Landkreis;83,7;.;73,4;52,7;52,3;72;.;.;.;.
08327;      Tuttlingen, Landkreis;65,3;.;.;36,2;35,5;.;.;.;29;475,6
08335;      Konstanz, Landkreis;42,1;.;56,1;43,9;.;.;.;.;19,5;411,7
08336;      Lörrach, Landkreis;.;.;.;.;.;.;.;.;.;.
08337;      Waldshut, Landkreis;61,6;.;55,4;45,6;24,9;58,2;.;.;.;442,6
08415;      Reutlingen, Landkreis;65,3;.;63,8;53,1;53;67,1;318,5;.;.;414,6
08416;      Tübingen, Landkreis;69,9;.;.;51,7;49,2;.;.;.;35,4;.
08417;      Zollernalbkreis, Landkreis;61,8;.;52,9;40,1;45,9;60,5;.;.;.;447,7
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;81;.;71,8;62,3;45,6;81,3;410,1;753;34,6;465,8
08426;      Biberach, Landkreis;77,8;.;65,4;58,5;41,4;.;.;.;33,3;515,5
08435;      Bodenseekreis, Landkreis;81,8;.;71,3;.;.;.;.;.;.;.
08436;      Ravensburg, Landkreis;87,8;.;74,9;.;.;.;.;.;.;481,8
08437;      Sigmaringen, Landkreis;74,1;.;67,6;59,2;50,2;.;426;.;32,4;506,3
2010;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08115;      Böblingen, Landkreis;74,8;65,8;65,1;57,8;56,3;80;348,2;745;39,6;438,9
08116;      Esslingen, Landkreis;67,8;.;64,5;57,3;50,1;68,6;358,2;.;42,1;453,7
08117;      Göppingen, Landkreis;65,2;.;65,4;58,7;55,1;65,1;319,2;.;39,3;450,8
08118;      Ludwigsburg, Landkreis;74;61,1;72,1;62,6;49,3;70,2;408,8;701,7;41,4;478,3
08119;      Rems-Murr-Kreis, Landkreis;64,5;45,4;59,8;52,9;44,3;56,5;357,1;656,9;38,4;424,1
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;73,5;69,2;65,9;66,3;51,2;80,6;373,5;723,3;43;461,7
08126;      Hohenlohekreis, Landkreis;69,2;64,4;66;52,1;52,8;66;258,5;658,3;38,3;456,3
08127;      Schwäbisch Hall, Landkreis;72,9;58,6;68,1;61;52,1;69,5;310,8;616,6;40,4;449,1
08128;      Main-Tauber-Kreis, Landkreis;66,6;63,6;65;52,5;47,2;67,7;332,9;633,6;36,6;418,3
08135;      Heidenheim, Landkreis;63,1;.;65,9;47,2;43,9;71,3;389;.;35,8;479
08136;      Ostalbkreis, Landkreis;66,5;53;60,7;49,5;45,1;63;345,9;.;34,9;453,2
08211;      Baden-Baden, Stadtkreis;.;.;.;-;.;-;.;-;-;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08215;      Karlsruhe, Landkreis;65,4;51,2;60,8;59,4;47,5;61;379,5;622,8;44,1;446,1
08216;      Rastatt, Landkreis;69,1;.;59,4;45;45,8;63;361,5;-;44,1;404,6
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;63,2;56,4;61,1;46;41,6;62,8;313,3;655,3;37,8;401,9
08226;      Rhein-Neckar-Kreis, Landkreis;71,9;49,8;65,1;58,4;46,5;76,4;320,9;664,5;41,8;426,2
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08235;      Calw, Landkreis;63;55,1;62,7;54,8;51,3;63,8;309,2;.;41,2;458,5
08236;      Enzkreis, Landkreis;67,2;57,3;64,5;50,3;45,3;56,6;315,1;.;37,7;438,9
08237;      Freudenstadt, Landkreis;69,1;55,1;70,3;49,2;48,3;.;308,8;-;39,7;526,1
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;-;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;64,4;55,9;65,4;48,8;48,7;59,9;290;-;40,2;432,8
08316;      Emmendingen, Landkreis;58,3;50,5;.;.;44,7;53,3;.;.;.;.
08317;      Ortenaukreis, Landkreis;70,2;52,9;62,1;57,2;56,8;62,1;318,6;.;40,3;482,1
08325;      Rottweil, Landkreis;70,1;.;66,4;52;51,1;65;351,3;.;38,5;412,2
08326;      Schwarzwald-Baar-Kreis, Landkreis;79,1;.;69,5;59,7;49,7;70,7;.;-;.;.
08327;      Tuttlingen, Landkreis;64,2;.;61,2;48;44,8;53,8;296,6;-;41,9;500,2
08335;      Konstanz, Landkreis;68,1;60,6;62,4;55;51,8;61,6;345,9;-;29,7;462,8
08336;      Lörrach, Landkreis;64,6;.;61,2;.;48;58,3;386;-;.;474
08337;      Waldshut, Landkreis;63,4;55,6;59,3;51,4;45,8;61,1;281,5;-;36;434,6
08415;      Reutlingen, Landkreis;62,9;45,7;60,6;48,7;47,2;64;282;.;36,5;358,1
08416;      Tübingen, Landkreis;65,7;42,6;57,7;52,4;49,4;57,2;318,2;.;39,8;429,5
08417;      Zollernalbkreis, Landkreis;63,6;54,5;59,9;49,6;48,9;59,9;241,9;-;38,2;388,2
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;72;60,5;62,1;55,1;50,7;69,5;346,2;710,6;37,6;458,1
08426;      Biberach, Landkreis;72,4;60,8;66,6;56,4;53,2;70,6;372,1;729,1;36,5;406,1
08435;      Bodenseekreis, Landkreis;68,3;53,2;64,7;54,5;58,1;63,2;.;-;38;535,7
08436;      Ravensburg, Landkreis;69,4;54,1;64;53,7;50,3;62,6;371,1;.;37,6;415,8
08437;      Sigmaringen, Landkreis;68,9;59,7;61;52,7;49,3;64;333,7;.;38,2;440,7
2009;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08115;      Böblingen, Landkreis;81,7;66,6;71,5;61,6;68;70,9;439,2;763,1;45,8;476,4
08116;      Esslingen, Landkreis;71,1;51;61,7;54,9;59,9;70,8;376,8;.;44,5;536,6
08117;      Göppingen, Landkreis;69,5;.;66,5;52,4;59,6;66,8;375;.;44,1;574
08118;      Ludwigsburg, Landkreis;78,5;65,3;71,3;60;58,7;70,6;438,8;747,5;45,8;550,3
08119;      Rems-Murr-Kreis, Landkreis;66,3;50,2;57,5;51,7;52,3;60,7;372,3;744,3;39,8;469,8
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;78,1;71,2;70,1;64;61,6;79;409,4;749,4;46;478,1
08126;      Hohenlohekreis, Landkreis;80,5;73,2;72,6;51,5;62,8;79,5;356,4;738;41,8;486,4
08127;      Schwäbisch Hall, Landkreis;75,8;58,4;69,8;57,3;60,3;70,4;326,6;658,4;42,4;457,5
08128;      Main-Tauber-Kreis, Landkreis;75,2;69,5;67,5;54,9;59,4;74,7;379,2;736,8;42,2;498,9
08135;      Heidenheim, Landkreis;70,9;59,2;66,8;51,5;59,5;73,1;382,8;.;37;488,3
08136;      Ostalbkreis, Landkreis;73,9;59,6;63,6;53,7;53,3;64,3;357,7;.;41,9;469,5
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;72,6;59,6;57,7;54,8;51,9;64,2;360,2;687,3;43,2;483,4
08216;      Rastatt, Landkreis;69;55,5;59,9;48,2;54,5;69,4;356,9;.;45,2;434,6
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;71,8;61,1;62,9;53,3;57,3;67,1;351;709,6;43,5;472,1
08226;      Rhein-Neckar-Kreis, Landkreis;72,6;54;67,6;53,5;53,2;65,4;439,8;683,1;39,6;473,3
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08235;      Calw, Landkreis;69,1;57;64;52,5;61,3;70,4;326,3;.;43,7;509
08236;      Enzkreis, Landkreis;72,5;60,4;67,4;52,4;62,2;62,1;340,4;566,2;43,5;509,2
08237;      Freudenstadt, Landkreis;72,7;60,9;64,5;53,9;58,6;61,2;301,1;-;40,7;517,9
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;62,4;49,2;56,3;43,6;51,9;58,9;421,8;.;40,5;457,1
08316;      Emmendingen, Landkreis;63,1;51;53,5;.;55;57,1;368,3;.;.;.
08317;      Ortenaukreis, Landkreis;73;50,5;61;55,6;59,6;62;323,4;.;39,9;477,5
08325;      Rottweil, Landkreis;73,3;58,9;65,7;53,7;61,8;68,3;362,2;.;42,8;468,5
08326;      Schwarzwald-Baar-Kreis, Landkreis;64,7;.;63;54,3;58,4;73;292,5;.;45,8;485,2
08327;      Tuttlingen, Landkreis;67,3;.;59,8;50,8;53,4;65,7;344,6;-;41,6;469,2
08335;      Konstanz, Landkreis;73,4;63,1;62,7;54,2;61,9;67,6;416,6;.;39,1;472,5
08336;      Lörrach, Landkreis;66,1;51,5;56,4;51,5;54,7;61,4;319,1;-;.;475,7
08337;      Waldshut, Landkreis;66,6;53;58,8;49,8;54,4;60,1;341,8;.;36,3;489,2
08415;      Reutlingen, Landkreis;66,9;50,5;57,8;50,3;56,8;64,6;305,9;.;37,6;441,3
08416;      Tübingen, Landkreis;73,9;50,4;61,8;56,4;58,3;62,5;302,3;716;42,1;466,7
08417;      Zollernalbkreis, Landkreis;69,2;62,8;63,3;48,7;61,3;65,7;272,9;-;36,6;462,2
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;77;63;67,5;58;60,3;76,4;359;664;40,5;502,6
08426;      Biberach, Landkreis;72,6;62,7;65,5;52,3;59,5;71,5;396,5;706,3;39,7;522,7
08435;      Bodenseekreis, Landkreis;66,6;55,2;61,1;51,9;61,2;60,6;399,8;.;38,5;507,9
08436;      Ravensburg, Landkreis;63;59;56,1;48,7;53,9;62,9;399,6;.;33,9;429,8
08437;      Sigmaringen, Landkreis;72,3;63,4;64,6;52,9;60,4;68,9;401,4;-;40,7;482,2
2008;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;79,4;.;59;56,2;56,5;.;429,2;627,7;.;.
08115;      Böblingen, Landkreis;82,1;62,7;63,4;61,3;63,2;75,5;388,8;697,6;40,1;480,8
08116;      Esslingen, Landkreis;74,3;52,2;53,7;51,3;56,9;67,7;387;.;38,7;502,2
08117;      Göppingen, Landkreis;66;.;56,1;49,3;53,2;62,9;383,6;.;30,4;535,3
08118;      Ludwigsburg, Landkreis;80,9;58,8;63,6;58,8;58,1;70,9;411,2;723,4;39;522,1
08119;      Rems-Murr-Kreis, Landkreis;66,1;49,7;51,2;49,4;48,8;58,8;426,5;678,5;37,8;449,1
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;78,6;64,4;64,9;58;56,4;81,2;408,1;684,3;40,3;517,5
08126;      Hohenlohekreis, Landkreis;73,7;60,2;55,9;44,3;50,2;72,8;301,3;674,8;36,4;466,9
08127;      Schwäbisch Hall, Landkreis;73,9;52,9;55,8;52,2;55,9;67,8;326;619,1;36,1;448,9
08128;      Main-Tauber-Kreis, Landkreis;72,7;64,1;56,4;47,8;48,9;66,2;348;615,8;36;452
08135;      Heidenheim, Landkreis;69,7;55,3;57,2;51,2;53,1;72,2;369,5;.;37,3;491,5
08136;      Ostalbkreis, Landkreis;71,3;54,1;55,1;56,4;49,7;63,9;362,7;.;38,3;495
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;-;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;76,1;60,2;59,5;57,9;51,7;70,8;400,8;590,6;43;449,6
08216;      Rastatt, Landkreis;69,3;46,9;57,7;43;49,4;75,6;352;.;38,6;471,4
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;68,1;58,3;53,9;43,6;47,1;68,6;368,2;646,9;35,6;469,6
08226;      Rhein-Neckar-Kreis, Landkreis;76;55,6;60,9;51,4;48,3;74,4;359,2;630,5;38,1;469,3
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08235;      Calw, Landkreis;69,9;56,4;55,1;54,6;56,3;72,1;344,9;.;38,7;482
08236;      Enzkreis, Landkreis;71,4;57,6;59,8;51,8;56,3;68,3;327,2;.;38,8;489
08237;      Freudenstadt, Landkreis;76;62,2;62,4;48,7;61,6;62,7;337,4;-;37,5;526,2
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;-;.
08315;      Breisgau-Hochschwarzwald, Landkreis;71,9;62,5;61,1;50,6;58,1;65,8;412,2;.;37,4;449,3
08316;      Emmendingen, Landkreis;69,9;.;51,3;51,6;56;58,5;376,9;.;.;473,7
08317;      Ortenaukreis, Landkreis;76;65,4;60,2;56;59,3;62,6;358,4;.;36,7;470,8
08325;      Rottweil, Landkreis;73,2;59,7;55,4;53,9;58,8;66,3;323,7;.;35,4;456,5
08326;      Schwarzwald-Baar-Kreis, Landkreis;66,8;51,3;57,9;49,9;46,3;64,6;317,8;.;43,1;476,8
08327;      Tuttlingen, Landkreis;69,3;57,2;56,6;50,4;51,5;65,4;350,2;-;38,9;463,7
08335;      Konstanz, Landkreis;74,8;64,9;57,7;51,7;58,5;66,5;335,8;.;36,5;477,6
08336;      Lörrach, Landkreis;69,5;.;53,7;50,7;55,3;60,3;302,5;-;.;481,6
08337;      Waldshut, Landkreis;65,7;52,3;55,9;48,4;49,7;58,2;307,3;.;37,9;443,2
08415;      Reutlingen, Landkreis;66,4;50,9;57,5;47,8;53,8;64,1;290;.;34;419
08416;      Tübingen, Landkreis;72,8;50,6;54,2;53,5;55,3;63;257,4;.;40;494,4
08417;      Zollernalbkreis, Landkreis;66,8;55,9;51,4;46,3;56;59,7;268,1;-;33,3;444,9
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;79,8;60,9;62,7;59,7;59,7;79,1;369;678,7;37,5;502,9
08426;      Biberach, Landkreis;77,8;66,9;62,2;54,7;57,9;75,1;373,9;680,2;36,5;503,5
08435;      Bodenseekreis, Landkreis;76,7;60,1;61,5;52,3;60,3;65,5;395,8;.;37,9;468,6
08436;      Ravensburg, Landkreis;75,5;56,8;61;53,9;57,5;70,6;378,1;.;37,5;452,7
08437;      Sigmaringen, Landkreis;83,3;60,9;63,8;58,4;61,1;71,7;340,7;-;37,5;485,1
2007;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;71,9;.;.;48,1;.;.;398;603,2;.;454,6
08115;      Böblingen, Landkreis;80,4;69,8;68,3;47,5;50,2;82,1;357,9;625,6;47,5;516,3
08116;      Esslingen, Landkreis;69,5;55,5;57,3;43,1;44,4;64;377,7;.;42,8;497,3
08117;      Göppingen, Landkreis;68,5;.;63,3;48,6;45,9;63,1;362,4;.;46,9;519,7
08118;      Ludwigsburg, Landkreis;73,9;49,2;60,6;44,5;43,2;57,1;405,2;661,9;42,1;521,7
08119;      Rems-Murr-Kreis, Landkreis;66,1;49,6;51,4;39,5;39,8;57,3;341;651,8;40,2;455,6
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;71,5;63;57,8;45,1;41,5;66,2;408,3;657,7;40,7;474,5
08126;      Hohenlohekreis, Landkreis;74,2;65,4;58,3;39;38,4;69;300,1;664,1;38,9;468,5
08127;      Schwäbisch Hall, Landkreis;77,2;50,3;61,5;46,2;46,4;72,7;292,6;623,1;42,9;470
08128;      Main-Tauber-Kreis, Landkreis;70;60;55,7;39,1;42,6;66,6;348,2;651;40,6;493,4
08135;      Heidenheim, Landkreis;77,8;55,4;64,3;47,1;46,8;78,6;347,1;696,3;46;484,3
08136;      Ostalbkreis, Landkreis;70,6;58,8;53,3;42,9;40,6;64,6;336,3;673,8;43,1;477,6
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;63;43,6;50,8;42,7;33,4;49,4;374,5;596,7;39,3;470,5
08216;      Rastatt, Landkreis;58,3;38,1;51,1;30,3;35,6;63,1;334,4;.;.;455,6
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;66;61,5;54,3;37,2;36,8;66,1;317,5;624,4;39,1;438
08226;      Rhein-Neckar-Kreis, Landkreis;65,7;45;55,8;40,6;36,6;58,6;350,4;599;37,9;425,2
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08235;      Calw, Landkreis;68,2;49,1;54;45;44,4;71,1;324,4;.;43,1;415,2
08236;      Enzkreis, Landkreis;63,1;52,4;62,2;39,9;40,5;57,4;312;.;39,5;528,7
08237;      Freudenstadt, Landkreis;71,1;57,9;58,9;38,9;46;52,2;251,5;.;44,3;461,7
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;62,8;53,4;52,4;40,4;33,8;58,8;394,5;654,8;43,5;470,7
08316;      Emmendingen, Landkreis;49,5;.;50,3;.;35,3;47,3;402,4;.;.;464,6
08317;      Ortenaukreis, Landkreis;63,8;43,1;49,2;36,5;35,3;51,3;305;.;35,3;431,2
08325;      Rottweil, Landkreis;74,4;54,8;61,8;43,5;46,5;67,3;360,3;.;44,3;462,7
08326;      Schwarzwald-Baar-Kreis, Landkreis;78,4;42,3;69,7;45,7;45,2;75,2;307,3;.;43,8;515,2
08327;      Tuttlingen, Landkreis;67,4;52,2;56,8;38,9;43,1;65,9;334,1;.;42,2;482,6
08335;      Konstanz, Landkreis;74,5;62,7;59,5;44,5;49,4;69,8;348,3;.;41,5;476,9
08336;      Lörrach, Landkreis;56,9;43,6;49,6;37,5;40,8;52,2;305,4;.;.;505,8
08337;      Waldshut, Landkreis;67,3;50,7;56,7;45,2;41;60,5;299,6;.;39,1;474,2
08415;      Reutlingen, Landkreis;62,7;51,2;57,2;45,3;44,8;65,9;309,4;.;39,9;321,8
08416;      Tübingen, Landkreis;65,1;49,7;59;45,1;38,6;51,1;295,6;.;46,5;444,2
08417;      Zollernalbkreis, Landkreis;65,1;55,8;53,9;42;44,4;61,8;277,6;.;37,8;433,7
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;80,8;64,2;66,5;53,3;50,1;78,6;362;649,4;43,5;456,9
08426;      Biberach, Landkreis;79,6;68,4;67,6;50,7;48,8;74,4;404,6;680,3;42,8;495,4
08435;      Bodenseekreis, Landkreis;76,3;61,2;63,1;45,4;50,3;73,6;384,9;651,2;45,6;497,4
08436;      Ravensburg, Landkreis;77,6;57,5;67,3;50,6;48,2;66,8;371,8;.;44,3;425,7
08437;      Sigmaringen, Landkreis;81,4;59;63,3;51,7;49,6;65,7;357,3;.;43,9;499,3
2006;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;77,3;-;.;53,3;.;-;328,3;.;.;.
08115;      Böblingen, Landkreis;78,5;57,9;70,2;55,5;57,7;64,7;320,7;669;41,3;431,3
08116;      Esslingen, Landkreis;73,5;55,3;62;52,3;54,4;64,6;300,3;613,3;41,9;444,6
08117;      Göppingen, Landkreis;68;.;62,7;48,9;53,7;65,9;286,3;.;37,5;470,9
08118;      Ludwigsburg, Landkreis;80,1;56,7;69,7;59,9;55,8;71,6;364;695,7;42,7;485,4
08119;      Rems-Murr-Kreis, Landkreis;68,4;49,8;56,4;48,9;44,7;60,5;295,5;677,3;38,7;433,5
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;76,2;70;65;59,9;55,4;76,2;374,9;695,6;44,2;446,7
08126;      Hohenlohekreis, Landkreis;81,2;61,4;68,9;53,5;55,9;77;312,5;662,6;43,1;442,9
08127;      Schwäbisch Hall, Landkreis;79,3;56;64,7;57,2;58;74,3;300,3;609,1;39,9;435,7
08128;      Main-Tauber-Kreis, Landkreis;77,1;65,8;64,2;52,1;55,8;71,8;330,5;660,9;40,6;466,5
08135;      Heidenheim, Landkreis;68,8;55,4;58,5;47,5;49,4;66,7;296,5;.;37,9;426,3
08136;      Ostalbkreis, Landkreis;66,7;52,4;59,3;43,4;45,5;60,4;298;.;37,4;429,4
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;-;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;71,4;47,6;62,7;50,7;47,7;59,8;318,2;578,7;43,7;431,1
08216;      Rastatt, Landkreis;65,1;.;56,3;43,4;44,9;66,6;313,3;.;40,1;388,7
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;72;58,5;62,2;48,7;50,6;70,2;322;633,7;38,8;433,7
