,Jahr,Kreis-Id, Stadt,Winterweizen
654,2011,08236,"      Enzkreis, Landkreis",77.4
655,2011,08237,"      Freudenstadt, Landkreis",84.2
657,2011,08315,"      Breisgau-Hochschwarzwald, Landkreis",91.9
658,2011,08316,"      Emmendingen, Landkreis",83.0
659,2011,08317,"      Ortenaukreis, Landkreis",81.2
660,2011,08325,"      Rottweil, Landkreis",82.8
661,2011,08326,"      Schwarzwald-Baar-Kreis, Landkreis",83.7
662,2011,08327,"      Tuttlingen, Landkreis",65.3
663,2011,08335,"      Konstanz, Landkreis",42.1
665,2011,08337,"      Waldshut, Landkreis",61.6
666,2011,08415,"      Reutlingen, Landkreis",65.3
667,2011,08416,"      Tübingen, Landkreis",69.9
668,2011,08417,"      Zollernalbkreis, Landkreis",61.8
670,2011,08425,"      Alb-Donau-Kreis, Landkreis",81.0
671,2011,08426,"      Biberach, Landkreis",77.8
672,2011,08435,"      Bodenseekreis, Landkreis",81.8
673,2011,08436,"      Ravensburg, Landkreis",87.8
674,2011,08437,"      Sigmaringen, Landkreis",74.1
677,2010,08115,"      Böblingen, Landkreis",74.8
678,2010,08116,"      Esslingen, Landkreis",67.8
679,2010,08117,"      Göppingen, Landkreis",65.2
680,2010,08118,"      Ludwigsburg, Landkreis",74.0
681,2010,08119,"      Rems-Murr-Kreis, Landkreis",64.5
683,2010,08125,"      Heilbronn, Landkreis",73.5
684,2010,08126,"      Hohenlohekreis, Landkreis",69.2
685,2010,08127,"      Schwäbisch Hall, Landkreis",72.9
686,2010,08128,"      Main-Tauber-Kreis, Landkreis",66.6
687,2010,08135,"      Heidenheim, Landkreis",63.1
688,2010,08136,"      Ostalbkreis, Landkreis",66.5
691,2010,08215,"      Karlsruhe, Landkreis",65.4
692,2010,08216,"      Rastatt, Landkreis",69.1
695,2010,08225,"      Neckar-Odenwald-Kreis, Landkreis",63.2
696,2010,08226,"      Rhein-Neckar-Kreis, Landkreis",71.9
698,2010,08235,"      Calw, Landkreis",63.0
699,2010,08236,"      Enzkreis, Landkreis",67.2
700,2010,08237,"      Freudenstadt, Landkreis",69.1
702,2010,08315,"      Breisgau-Hochschwarzwald, Landkreis",64.4
703,2010,08316,"      Emmendingen, Landkreis",58.3
704,2010,08317,"      Ortenaukreis, Landkreis",70.2
705,2010,08325,"      Rottweil, Landkreis",70.1
706,2010,08326,"      Schwarzwald-Baar-Kreis, Landkreis",79.1
707,2010,08327,"      Tuttlingen, Landkreis",64.2
708,2010,08335,"      Konstanz, Landkreis",68.1
709,2010,08336,"      Lörrach, Landkreis",64.6
710,2010,08337,"      Waldshut, Landkreis",63.4
711,2010,08415,"      Reutlingen, Landkreis",62.9
712,2010,08416,"      Tübingen, Landkreis",65.7
713,2010,08417,"      Zollernalbkreis, Landkreis",63.6
715,2010,08425,"      Alb-Donau-Kreis, Landkreis",72.0
716,2010,08426,"      Biberach, Landkreis",72.4
717,2010,08435,"      Bodenseekreis, Landkreis",68.3
718,2010,08436,"      Ravensburg, Landkreis",69.4
719,2010,08437,"      Sigmaringen, Landkreis",68.9
722,2009,08115,"      Böblingen, Landkreis",81.7
723,2009,08116,"      Esslingen, Landkreis",71.1
724,2009,08117,"      Göppingen, Landkreis",69.5
725,2009,08118,"      Ludwigsburg, Landkreis",78.5
726,2009,08119,"      Rems-Murr-Kreis, Landkreis",66.3
728,2009,08125,"      Heilbronn, Landkreis",78.1
729,2009,08126,"      Hohenlohekreis, Landkreis",80.5
730,2009,08127,"      Schwäbisch Hall, Landkreis",75.8
731,2009,08128,"      Main-Tauber-Kreis, Landkreis",75.2
732,2009,08135,"      Heidenheim, Landkreis",70.9
733,2009,08136,"      Ostalbkreis, Landkreis",73.9
736,2009,08215,"      Karlsruhe, Landkreis",72.6
737,2009,08216,"      Rastatt, Landkreis",69.0
740,2009,08225,"      Neckar-Odenwald-Kreis, Landkreis",71.8
741,2009,08226,"      Rhein-Neckar-Kreis, Landkreis",72.6
743,2009,08235,"      Calw, Landkreis",69.1
744,2009,08236,"      Enzkreis, Landkreis",72.5
745,2009,08237,"      Freudenstadt, Landkreis",72.7
747,2009,08315,"      Breisgau-Hochschwarzwald, Landkreis",62.4
748,2009,08316,"      Emmendingen, Landkreis",63.1
749,2009,08317,"      Ortenaukreis, Landkreis",73.0
750,2009,08325,"      Rottweil, Landkreis",73.3
751,2009,08326,"      Schwarzwald-Baar-Kreis, Landkreis",64.7
752,2009,08327,"      Tuttlingen, Landkreis",67.3
753,2009,08335,"      Konstanz, Landkreis",73.4
754,2009,08336,"      Lörrach, Landkreis",66.1
755,2009,08337,"      Waldshut, Landkreis",66.6
756,2009,08415,"      Reutlingen, Landkreis",66.9
757,2009,08416,"      Tübingen, Landkreis",73.9
758,2009,08417,"      Zollernalbkreis, Landkreis",69.2
760,2009,08425,"      Alb-Donau-Kreis, Landkreis",77.0
761,2009,08426,"      Biberach, Landkreis",72.6
762,2009,08435,"      Bodenseekreis, Landkreis",66.6
763,2009,08436,"      Ravensburg, Landkreis",63.0
764,2009,08437,"      Sigmaringen, Landkreis",72.3
766,2008,08111,"      Stuttgart, Stadtkreis",79.4
767,2008,08115,"      Böblingen, Landkreis",82.1
768,2008,08116,"      Esslingen, Landkreis",74.3
769,2008,08117,"      Göppingen, Landkreis",66.0
770,2008,08118,"      Ludwigsburg, Landkreis",80.9
771,2008,08119,"      Rems-Murr-Kreis, Landkreis",66.1
773,2008,08125,"      Heilbronn, Landkreis",78.6
774,2008,08126,"      Hohenlohekreis, Landkreis",73.7
775,2008,08127,"      Schwäbisch Hall, Landkreis",73.9
776,2008,08128,"      Main-Tauber-Kreis, Landkreis",72.7
777,2008,08135,"      Heidenheim, Landkreis",69.7
778,2008,08136,"      Ostalbkreis, Landkreis",71.3
781,2008,08215,"      Karlsruhe, Landkreis",76.1
782,2008,08216,"      Rastatt, Landkreis",69.3
785,2008,08225,"      Neckar-Odenwald-Kreis, Landkreis",68.1
786,2008,08226,"      Rhein-Neckar-Kreis, Landkreis",76.0
788,2008,08235,"      Calw, Landkreis",69.9
789,2008,08236,"      Enzkreis, Landkreis",71.4
790,2008,08237,"      Freudenstadt, Landkreis",76.0
792,2008,08315,"      Breisgau-Hochschwarzwald, Landkreis",71.9
793,2008,08316,"      Emmendingen, Landkreis",69.9
794,2008,08317,"      Ortenaukreis, Landkreis",76.0
795,2008,08325,"      Rottweil, Landkreis",73.2
796,2008,08326,"      Schwarzwald-Baar-Kreis, Landkreis",66.8
797,2008,08327,"      Tuttlingen, Landkreis",69.3
798,2008,08335,"      Konstanz, Landkreis",74.8
799,2008,08336,"      Lörrach, Landkreis",69.5
800,2008,08337,"      Waldshut, Landkreis",65.7
801,2008,08415,"      Reutlingen, Landkreis",66.4
802,2008,08416,"      Tübingen, Landkreis",72.8
803,2008,08417,"      Zollernalbkreis, Landkreis",66.8
805,2008,08425,"      Alb-Donau-Kreis, Landkreis",79.8
806,2008,08426,"      Biberach, Landkreis",77.8
807,2008,08435,"      Bodenseekreis, Landkreis",76.7
808,2008,08436,"      Ravensburg, Landkreis",75.5
809,2008,08437,"      Sigmaringen, Landkreis",83.3
811,2007,08111,"      Stuttgart, Stadtkreis",71.9
812,2007,08115,"      Böblingen, Landkreis",80.4
813,2007,08116,"      Esslingen, Landkreis",69.5
814,2007,08117,"      Göppingen, Landkreis",68.5
815,2007,08118,"      Ludwigsburg, Landkreis",73.9
816,2007,08119,"      Rems-Murr-Kreis, Landkreis",66.1
818,2007,08125,"      Heilbronn, Landkreis",71.5
819,2007,08126,"      Hohenlohekreis, Landkreis",74.2
820,2007,08127,"      Schwäbisch Hall, Landkreis",77.2
821,2007,08128,"      Main-Tauber-Kreis, Landkreis",70.0
822,2007,08135,"      Heidenheim, Landkreis",77.8
823,2007,08136,"      Ostalbkreis, Landkreis",70.6
826,2007,08215,"      Karlsruhe, Landkreis",63.0
827,2007,08216,"      Rastatt, Landkreis",58.3
830,2007,08225,"      Neckar-Odenwald-Kreis, Landkreis",66.0
831,2007,08226,"      Rhein-Neckar-Kreis, Landkreis",65.7
833,2007,08235,"      Calw, Landkreis",68.2
834,2007,08236,"      Enzkreis, Landkreis",63.1
835,2007,08237,"      Freudenstadt, Landkreis",71.1
837,2007,08315,"      Breisgau-Hochschwarzwald, Landkreis",62.8
838,2007,08316,"      Emmendingen, Landkreis",49.5
839,2007,08317,"      Ortenaukreis, Landkreis",63.8
840,2007,08325,"      Rottweil, Landkreis",74.4
841,2007,08326,"      Schwarzwald-Baar-Kreis, Landkreis",78.4
842,2007,08327,"      Tuttlingen, Landkreis",67.4
843,2007,08335,"      Konstanz, Landkreis",74.5
844,2007,08336,"      Lörrach, Landkreis",56.9
845,2007,08337,"      Waldshut, Landkreis",67.3
846,2007,08415,"      Reutlingen, Landkreis",62.7
847,2007,08416,"      Tübingen, Landkreis",65.1
848,2007,08417,"      Zollernalbkreis, Landkreis",65.1
850,2007,08425,"      Alb-Donau-Kreis, Landkreis",80.8
851,2007,08426,"      Biberach, Landkreis",79.6
852,2007,08435,"      Bodenseekreis, Landkreis",76.3
853,2007,08436,"      Ravensburg, Landkreis",77.6
854,2007,08437,"      Sigmaringen, Landkreis",81.4
856,2006,08111,"      Stuttgart, Stadtkreis",77.3
857,2006,08115,"      Böblingen, Landkreis",78.5
858,2006,08116,"      Esslingen, Landkreis",73.5
859,2006,08117,"      Göppingen, Landkreis",68.0
860,2006,08118,"      Ludwigsburg, Landkreis",80.1
861,2006,08119,"      Rems-Murr-Kreis, Landkreis",68.4
863,2006,08125,"      Heilbronn, Landkreis",76.2
864,2006,08126,"      Hohenlohekreis, Landkreis",81.2
865,2006,08127,"      Schwäbisch Hall, Landkreis",79.3
866,2006,08128,"      Main-Tauber-Kreis, Landkreis",77.1
867,2006,08135,"      Heidenheim, Landkreis",68.8
868,2006,08136,"      Ostalbkreis, Landkreis",66.7
871,2006,08215,"      Karlsruhe, Landkreis",71.4
872,2006,08216,"      Rastatt, Landkreis",65.1
875,2006,08225,"      Neckar-Odenwald-Kreis, Landkreis",72.0
876,2006,08226,"      Rhein-Neckar-Kreis, Landkreis",72.9
878,2006,08235,"      Calw, Landkreis",63.8
879,2006,08236,"      Enzkreis, Landkreis",70.4
880,2006,08237,"      Freudenstadt, Landkreis",68.2
882,2006,08315,"      Breisgau-Hochschwarzwald, Landkreis",66.6
883,2006,08316,"      Emmendingen, Landkreis",65.7
884,2006,08317,"      Ortenaukreis, Landkreis",68.9
885,2006,08325,"      Rottweil, Landkreis",71.4
886,2006,08326,"      Schwarzwald-Baar-Kreis, Landkreis",69.7
887,2006,08327,"      Tuttlingen, Landkreis",67.6
888,2006,08335,"      Konstanz, Landkreis",67.6
889,2006,08336,"      Lörrach, Landkreis",60.6
890,2006,08337,"      Waldshut, Landkreis",63.4
891,2006,08415,"      Reutlingen, Landkreis",61.5
892,2006,08416,"      Tübingen, Landkreis",68.5
893,2006,08417,"      Zollernalbkreis, Landkreis",66.0
895,2006,08425,"      Alb-Donau-Kreis, Landkreis",76.8
896,2006,08426,"      Biberach, Landkreis",76.5
897,2006,08435,"      Bodenseekreis, Landkreis",70.4
898,2006,08436,"      Ravensburg, Landkreis",74.6
899,2006,08437,"      Sigmaringen, Landkreis",73.5
901,2005,08111,"      Stuttgart, Stadtkreis",74.4
902,2005,08115,"      Böblingen, Landkreis",69.6
903,2005,08116,"      Esslingen, Landkreis",65.2
904,2005,08117,"      Göppingen, Landkreis",63.6
905,2005,08118,"      Ludwigsburg, Landkreis",75.7
906,2005,08119,"      Rems-Murr-Kreis, Landkreis",62.7
908,2005,08125,"      Heilbronn, Landkreis",71.7
909,2005,08126,"      Hohenlohekreis, Landkreis",73.3
910,2005,08127,"      Schwäbisch Hall, Landkreis",70.4
911,2005,08128,"      Main-Tauber-Kreis, Landkreis",69.7
912,2005,08135,"      Heidenheim, Landkreis",66.7
913,2005,08136,"      Ostalbkreis, Landkreis",62.7
916,2005,08215,"      Karlsruhe, Landkreis",65.9
917,2005,08216,"      Rastatt, Landkreis",61.4
920,2005,08225,"      Neckar-Odenwald-Kreis, Landkreis",63.6
921,2005,08226,"      Rhein-Neckar-Kreis, Landkreis",72.6
923,2005,08235,"      Calw, Landkreis",53.8
924,2005,08236,"      Enzkreis, Landkreis",61.2
925,2005,08237,"      Freudenstadt, Landkreis",64.2
927,2005,08315,"      Breisgau-Hochschwarzwald, Landkreis",62.5
928,2005,08316,"      Emmendingen, Landkreis",63.3
929,2005,08317,"      Ortenaukreis, Landkreis",65.3
930,2005,08325,"      Rottweil, Landkreis",68.5
931,2005,08326,"      Schwarzwald-Baar-Kreis, Landkreis",70.8
932,2005,08327,"      Tuttlingen, Landkreis",62.6
933,2005,08335,"      Konstanz, Landkreis",68.4
934,2005,08336,"      Lörrach, Landkreis",57.2
935,2005,08337,"      Waldshut, Landkreis",62.8
936,2005,08415,"      Reutlingen, Landkreis",61.9
937,2005,08416,"      Tübingen, Landkreis",62.8
938,2005,08417,"      Zollernalbkreis, Landkreis",61.8
940,2005,08425,"      Alb-Donau-Kreis, Landkreis",72.4
941,2005,08426,"      Biberach, Landkreis",72.5
942,2005,08435,"      Bodenseekreis, Landkreis",71.2
943,2005,08436,"      Ravensburg, Landkreis",73.9
944,2005,08437,"      Sigmaringen, Landkreis",70.9
946,2004,08111,"      Stuttgart, Stadtkreis",76.8
947,2004,08115,"      Böblingen, Landkreis",85.0
948,2004,08116,"      Esslingen, Landkreis",78.2
949,2004,08117,"      Göppingen, Landkreis",77.4
950,2004,08118,"      Ludwigsburg, Landkreis",76.1
951,2004,08119,"      Rems-Murr-Kreis, Landkreis",74.8
953,2004,08125,"      Heilbronn, Landkreis",81.4
954,2004,08126,"      Hohenlohekreis, Landkreis",83.7
955,2004,08127,"      Schwäbisch Hall, Landkreis",81.2
956,2004,08128,"      Main-Tauber-Kreis, Landkreis",82.2
957,2004,08135,"      Heidenheim, Landkreis",78.9
958,2004,08136,"      Ostalbkreis, Landkreis",76.7
961,2004,08215,"      Karlsruhe, Landkreis",78.0
962,2004,08216,"      Rastatt, Landkreis",70.4
965,2004,08225,"      Neckar-Odenwald-Kreis, Landkreis",75.7
966,2004,08226,"      Rhein-Neckar-Kreis, Landkreis",76.9
968,2004,08235,"      Calw, Landkreis",73.2
969,2004,08236,"      Enzkreis, Landkreis",74.2
970,2004,08237,"      Freudenstadt, Landkreis",81.8
972,2004,08315,"      Breisgau-Hochschwarzwald, Landkreis",64.7
973,2004,08316,"      Emmendingen, Landkreis",69.1
974,2004,08317,"      Ortenaukreis, Landkreis",78.0
975,2004,08325,"      Rottweil, Landkreis",77.1
976,2004,08326,"      Schwarzwald-Baar-Kreis, Landkreis",77.9
977,2004,08327,"      Tuttlingen, Landkreis",68.5
978,2004,08335,"      Konstanz, Landkreis",64.7
979,2004,08336,"      Lörrach, Landkreis",72.3
980,2004,08337,"      Waldshut, Landkreis",71.3
981,2004,08415,"      Reutlingen, Landkreis",59.8
982,2004,08416,"      Tübingen, Landkreis",69.5
983,2004,08417,"      Zollernalbkreis, Landkreis",70.5
985,2004,08425,"      Alb-Donau-Kreis, Landkreis",82.0
986,2004,08426,"      Biberach, Landkreis",76.9
987,2004,08435,"      Bodenseekreis, Landkreis",75.6
988,2004,08436,"      Ravensburg, Landkreis",78.3
989,2004,08437,"      Sigmaringen, Landkreis",77.6
991,2003,08111,"      Stuttgart, Stadtkreis",58.7
992,2003,08115,"      Böblingen, Landkreis",62.8
993,2003,08116,"      Esslingen, Landkreis",58.7
994,2003,08117,"      Göppingen, Landkreis",60.7
995,2003,08118,"      Ludwigsburg, Landkreis",58.8
996,2003,08119,"      Rems-Murr-Kreis, Landkreis",55.3
998,2003,08125,"      Heilbronn, Landkreis",59.7
999,2003,08126,"      Hohenlohekreis, Landkreis",61.0
1000,2003,08127,"      Schwäbisch Hall, Landkreis",61.8
1001,2003,08128,"      Main-Tauber-Kreis, Landkreis",57.1
1002,2003,08135,"      Heidenheim, Landkreis",59.1
1003,2003,08136,"      Ostalbkreis, Landkreis",58.4
1006,2003,08215,"      Karlsruhe, Landkreis",54.3
1007,2003,08216,"      Rastatt, Landkreis",55.1
1010,2003,08225,"      Neckar-Odenwald-Kreis, Landkreis",54.2
1011,2003,08226,"      Rhein-Neckar-Kreis, Landkreis",56.6
1013,2003,08235,"      Calw, Landkreis",52.8
1014,2003,08236,"      Enzkreis, Landkreis",55.8
1015,2003,08237,"      Freudenstadt, Landkreis",59.6
1017,2003,08315,"      Breisgau-Hochschwarzwald, Landkreis",47.2
1018,2003,08316,"      Emmendingen, Landkreis",53.0
1019,2003,08317,"      Ortenaukreis, Landkreis",52.6
1020,2003,08325,"      Rottweil, Landkreis",57.5
1021,2003,08326,"      Schwarzwald-Baar-Kreis, Landkreis",62.4
1022,2003,08327,"      Tuttlingen, Landkreis",57.8
1023,2003,08335,"      Konstanz, Landkreis",55.2
1024,2003,08336,"      Lörrach, Landkreis",49.7
1025,2003,08337,"      Waldshut, Landkreis",51.9
1026,2003,08415,"      Reutlingen, Landkreis",61.4
1027,2003,08416,"      Tübingen, Landkreis",56.7
1028,2003,08417,"      Zollernalbkreis, Landkreis",57.4
1029,2003,08421,"      Ulm, Stadtkreis",67.0
1030,2003,08425,"      Alb-Donau-Kreis, Landkreis",68.0
1031,2003,08426,"      Biberach, Landkreis",67.3
1032,2003,08435,"      Bodenseekreis, Landkreis",61.8
1033,2003,08436,"      Ravensburg, Landkreis",61.8
1034,2003,08437,"      Sigmaringen, Landkreis",63.0
1036,2002,08111,"      Stuttgart, Stadtkreis",67.9
1037,2002,08115,"      Böblingen, Landkreis",70.9
1038,2002,08116,"      Esslingen, Landkreis",64.4
1039,2002,08117,"      Göppingen, Landkreis",62.1
1040,2002,08118,"      Ludwigsburg, Landkreis",74.0
1041,2002,08119,"      Rems-Murr-Kreis, Landkreis",62.4
1043,2002,08125,"      Heilbronn, Landkreis",70.0
1044,2002,08126,"      Hohenlohekreis, Landkreis",72.1
1045,2002,08127,"      Schwäbisch Hall, Landkreis",70.1
1046,2002,08128,"      Main-Tauber-Kreis, Landkreis",70.1
1047,2002,08135,"      Heidenheim, Landkreis",66.1
1048,2002,08136,"      Ostalbkreis, Landkreis",65.0
1051,2002,08215,"      Karlsruhe, Landkreis",64.0
1052,2002,08216,"      Rastatt, Landkreis",64.3
1055,2002,08225,"      Neckar-Odenwald-Kreis, Landkreis",63.2
1056,2002,08226,"      Rhein-Neckar-Kreis, Landkreis",63.6
1058,2002,08235,"      Calw, Landkreis",58.3
1059,2002,08236,"      Enzkreis, Landkreis",66.9
1060,2002,08237,"      Freudenstadt, Landkreis",64.5
1062,2002,08315,"      Breisgau-Hochschwarzwald, Landkreis",68.5
1063,2002,08316,"      Emmendingen, Landkreis",62.8
1064,2002,08317,"      Ortenaukreis, Landkreis",64.7
1065,2002,08325,"      Rottweil, Landkreis",66.6
1066,2002,08326,"      Schwarzwald-Baar-Kreis, Landkreis",69.6
1067,2002,08327,"      Tuttlingen, Landkreis",62.8
1068,2002,08335,"      Konstanz, Landkreis",67.4
1069,2002,08336,"      Lörrach, Landkreis",64.9
1070,2002,08337,"      Waldshut, Landkreis",65.5
1071,2002,08415,"      Reutlingen, Landkreis",66.2
1072,2002,08416,"      Tübingen, Landkreis",67.0
1073,2002,08417,"      Zollernalbkreis, Landkreis",62.8
1074,2002,08421,"      Ulm, Stadtkreis",74.2
1075,2002,08425,"      Alb-Donau-Kreis, Landkreis",72.8
1076,2002,08426,"      Biberach, Landkreis",72.5
1077,2002,08435,"      Bodenseekreis, Landkreis",72.8
1078,2002,08436,"      Ravensburg, Landkreis",72.0
1079,2002,08437,"      Sigmaringen, Landkreis",67.9
1081,2001,08111,"      Stuttgart, Stadtkreis",60.5
1082,2001,08115,"      Böblingen, Landkreis",76.3
1083,2001,08116,"      Esslingen, Landkreis",64.5
1084,2001,08117,"      Göppingen, Landkreis",65.7
1085,2001,08118,"      Ludwigsburg, Landkreis",74.7
1086,2001,08119,"      Rems-Murr-Kreis, Landkreis",63.7
1088,2001,08125,"      Heilbronn, Landkreis",70.3
1089,2001,08126,"      Hohenlohekreis, Landkreis",72.2
1090,2001,08127,"      Schwäbisch Hall, Landkreis",71.0
1091,2001,08128,"      Main-Tauber-Kreis, Landkreis",70.9
1092,2001,08135,"      Heidenheim, Landkreis",71.0
1093,2001,08136,"      Ostalbkreis, Landkreis",67.7
1096,2001,08215,"      Karlsruhe, Landkreis",61.5
1097,2001,08216,"      Rastatt, Landkreis",57.4
1100,2001,08225,"      Neckar-Odenwald-Kreis, Landkreis",67.3
1101,2001,08226,"      Rhein-Neckar-Kreis, Landkreis",65.4
1103,2001,08235,"      Calw, Landkreis",62.4
1104,2001,08236,"      Enzkreis, Landkreis",65.6
1105,2001,08237,"      Freudenstadt, Landkreis",72.6
1107,2001,08315,"      Breisgau-Hochschwarzwald, Landkreis",64.1
1108,2001,08316,"      Emmendingen, Landkreis",60.3
1109,2001,08317,"      Ortenaukreis, Landkreis",57.9
1110,2001,08325,"      Rottweil, Landkreis",72.5
1111,2001,08326,"      Schwarzwald-Baar-Kreis, Landkreis",68.7
1112,2001,08327,"      Tuttlingen, Landkreis",64.1
1113,2001,08335,"      Konstanz, Landkreis",69.8
1114,2001,08336,"      Lörrach, Landkreis",54.6
1115,2001,08337,"      Waldshut, Landkreis",61.1
1116,2001,08415,"      Reutlingen, Landkreis",69.1
1117,2001,08416,"      Tübingen, Landkreis",72.0
1118,2001,08417,"      Zollernalbkreis, Landkreis",65.8
1119,2001,08421,"      Ulm, Stadtkreis",79.4
1120,2001,08425,"      Alb-Donau-Kreis, Landkreis",77.1
1121,2001,08426,"      Biberach, Landkreis",77.8
1122,2001,08435,"      Bodenseekreis, Landkreis",70.2
1123,2001,08436,"      Ravensburg, Landkreis",74.5
1124,2001,08437,"      Sigmaringen, Landkreis",75.8
1126,2000,08111,"      Stuttgart, Stadtkreis",72.0
1127,2000,08115,"      Böblingen, Landkreis",73.2
1128,2000,08116,"      Esslingen, Landkreis",62.7
1129,2000,08117,"      Göppingen, Landkreis",66.3
1130,2000,08118,"      Ludwigsburg, Landkreis",70.5
1131,2000,08119,"      Rems-Murr-Kreis, Landkreis",60.6
1133,2000,08125,"      Heilbronn, Landkreis",71.1
1134,2000,08126,"      Hohenlohekreis, Landkreis",70.6
1135,2000,08127,"      Schwäbisch Hall, Landkreis",72.1
1136,2000,08128,"      Main-Tauber-Kreis, Landkreis",65.9
1137,2000,08135,"      Heidenheim, Landkreis",69.4
1138,2000,08136,"      Ostalbkreis, Landkreis",66.1
1141,2000,08215,"      Karlsruhe, Landkreis",66.8
1142,2000,08216,"      Rastatt, Landkreis",63.4
1145,2000,08225,"      Neckar-Odenwald-Kreis, Landkreis",65.8
1146,2000,08226,"      Rhein-Neckar-Kreis, Landkreis",64.5
1148,2000,08235,"      Calw, Landkreis",63.6
1149,2000,08236,"      Enzkreis, Landkreis",62.6
1150,2000,08237,"      Freudenstadt, Landkreis",65.0
1152,2000,08315,"      Breisgau-Hochschwarzwald, Landkreis",65.4
1153,2000,08316,"      Emmendingen, Landkreis",59.0
1154,2000,08317,"      Ortenaukreis, Landkreis",62.3
1155,2000,08325,"      Rottweil, Landkreis",70.9
1156,2000,08326,"      Schwarzwald-Baar-Kreis, Landkreis",75.7
1157,2000,08327,"      Tuttlingen, Landkreis",68.0
1158,2000,08335,"      Konstanz, Landkreis",69.8
1159,2000,08336,"      Lörrach, Landkreis",60.2
1160,2000,08337,"      Waldshut, Landkreis",64.0
1161,2000,08415,"      Reutlingen, Landkreis",68.2
1162,2000,08416,"      Tübingen, Landkreis",69.5
1163,2000,08417,"      Zollernalbkreis, Landkreis",65.9
1165,2000,08425,"      Alb-Donau-Kreis, Landkreis",74.0
1166,2000,08426,"      Biberach, Landkreis",75.8
1167,2000,08435,"      Bodenseekreis, Landkreis",70.6
1168,2000,08436,"      Ravensburg, Landkreis",74.5
1169,2000,08437,"      Sigmaringen, Landkreis",75.2
1171,1999,08111,"      Stuttgart, Stadtkreis",64.4
1172,1999,08115,"      Böblingen, Landkreis",61.0
1173,1999,08116,"      Esslingen, Landkreis",57.4
1174,1999,08117,"      Göppingen, Landkreis",61.9
1175,1999,08118,"      Ludwigsburg, Landkreis",66.3
1176,1999,08119,"      Rems-Murr-Kreis, Landkreis",56.9
1178,1999,08125,"      Heilbronn, Landkreis",64.4
1179,1999,08126,"      Hohenlohekreis, Landkreis",65.8
1180,1999,08127,"      Schwäbisch Hall, Landkreis",61.5
1181,1999,08128,"      Main-Tauber-Kreis, Landkreis",66.4
1182,1999,08135,"      Heidenheim, Landkreis",62.4
1183,1999,08136,"      Ostalbkreis, Landkreis",58.0
1186,1999,08215,"      Karlsruhe, Landkreis",61.3
1187,1999,08216,"      Rastatt, Landkreis",61.7
1190,1999,08225,"      Neckar-Odenwald-Kreis, Landkreis",61.8
1191,1999,08226,"      Rhein-Neckar-Kreis, Landkreis",59.8
1193,1999,08235,"      Calw, Landkreis",58.9
1194,1999,08236,"      Enzkreis, Landkreis",61.6
1195,1999,08237,"      Freudenstadt, Landkreis",60.6
1197,1999,08315,"      Breisgau-Hochschwarzwald, Landkreis",61.7
1198,1999,08316,"      Emmendingen, Landkreis",55.0
1199,1999,08317,"      Ortenaukreis, Landkreis",59.1
1200,1999,08325,"      Rottweil, Landkreis",65.2
1201,1999,08326,"      Schwarzwald-Baar-Kreis, Landkreis",64.8
1202,1999,08327,"      Tuttlingen, Landkreis",62.2
1203,1999,08335,"      Konstanz, Landkreis",60.1
1204,1999,08336,"      Lörrach, Landkreis",48.3
1205,1999,08337,"      Waldshut, Landkreis",54.2
1206,1999,08415,"      Reutlingen, Landkreis",61.4
1207,1999,08416,"      Tübingen, Landkreis",60.4
1208,1999,08417,"      Zollernalbkreis, Landkreis",57.1
1210,1999,08425,"      Alb-Donau-Kreis, Landkreis",68.0
1211,1999,08426,"      Biberach, Landkreis",66.4
1212,1999,08435,"      Bodenseekreis, Landkreis",60.3
1213,1999,08436,"      Ravensburg, Landkreis",62.2
1214,1999,08437,"      Sigmaringen, Landkreis",65.3
