Kreis-Id; Stadt;Winterweizen;Roggen und Wintermenggetreide;Wintergerste;Sommergerste;Hafer;Triticale;Kartoffeln;Zuckerrüben;Winterraps;Silomais
08335;      Konstanz, Landkreis;62,4;/;/;/;/;/;/;/;/;454,6
08336;      Lörrach, Landkreis;/;/;/;/;/;/;/;/;/;/
08337;      Waldshut, Landkreis;82,2;/;72,4;57,6;44;79,3;/;/;/;489,6
08415;      Reutlingen, Landkreis;63,8;/;71,9;45;44,8;65,2;214,4;/;32,5;438,7
08416;      Tübingen, Landkreis;73,6;66,5;81,8;69,3;55,8;/;/;/;44,2;/
08417;      Zollernalbkreis, Landkreis;59,4;/;70;54,1;43,3;62,9;/;-;/;478,5
08421;      Ulm, Stadtkreis;/;/;/;/;/;/;/;-;/;/
08425;      Alb-Donau-Kreis, Landkreis;76,4;/;74,9;59,4;46,8;82,8;/;741,5;38,3;504,9
08426;      Biberach, Landkreis;83,2;/;76,4;62,2;60,5;76,5;/;/;37,1;511,8
08435;      Bodenseekreis, Landkreis;85;/;70;/;/;/;/;/;/;/
08436;      Ravensburg, Landkreis;77,2;/;69,5;49,8;47,7;68,9;/;/;/;483,7
08437;      Sigmaringen, Landkreis;82,9;/;80,2;65,5;53,4;/;/;/;34,2;394,5
2018;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;78,9;-;/;/;/;/;354,5;646,7;/;/
08115;      Böblingen, Landkreis;86;/;66,9;70,4;/;/;/;/;41,7;/
08116;      Esslingen, Landkreis;73,4;/;65,7;/;72,8;/;/;/;/;370,4
08117;      Göppingen, Landkreis;79,8;/;74,1;/;/;/;/;/;/;475,8
08118;      Ludwigsburg, Landkreis;69,7;/;70,6;64,1;60;/;297,8;574,4;/;393,9
08119;      Rems-Murr-Kreis, Landkreis;69,6;/;59,2;49,9;60,1;60,3;318,7;/;40,2;444,2
08121;      Heilbronn, Stadtkreis;/;/;-;/;/;/;/;/;/;/
08125;      Heilbronn, Landkreis;74,5;/;75;64,1;/;/;391,1;612,6;36,9;440,5
08126;      Hohenlohekreis, Landkreis;68,7;/;65,6;48,7;40,5;57,2;/;628,1;37,3;397,4
08127;      Schwäbisch Hall, Landkreis;74,4;/;64,2;58,2;55,2;73,9;/;/;37,8;457,9
08128;      Main-Tauber-Kreis, Landkreis;66,4;68,1;63,1;55,4;54,2;55,4;139,2;583,4;31,8;427,3
08135;      Heidenheim, Landkreis;76,5;/;/;/;/;/;/;/;/;377,1
08136;      Ostalbkreis, Landkreis;79;/;68,4;42,8;46,4;/;/;/;43,7;402,3
08211;      Baden-Baden, Stadtkreis;/;/;/;/;/;/;/;-;-;/
08212;      Karlsruhe, Stadtkreis;/;/;/;/;/;/;/;-;-;/
08215;      Karlsruhe, Landkreis;66,9;57;65,5;57;56;/;416,3;570,8;34,2;/
08216;      Rastatt, Landkreis;67;/;/;/;/;/;/;-;/;/
08221;      Heidelberg, Stadtkreis;/;/;/;/;/;/;/;/;/;/
08222;      Mannheim, Stadtkreis;/;/;/;/;/;-;/;/;/;/
08225;      Neckar-Odenwald-Kreis, Landkreis;63,8;/;61,2;52;50,8;52,9;/;462,8;32,5;397,6
08226;      Rhein-Neckar-Kreis, Landkreis;76,1;/;68,4;61,1;47,9;/;/;631;36,9;415,9
08231;      Pforzheim, Stadtkreis;/;-;/;-;/;/;-;-;-;/
08235;      Calw, Landkreis;83,1;/;/;/;/;/;360,5;/;/;/
08236;      Enzkreis, Landkreis;80,4;/;71,7;/;/;/;/;/;42;/
08237;      Freudenstadt, Landkreis;84,5;/;72;/;39,1;/;310,2;-;43,9;525,2
08311;      Freiburg im Breisgau, Stadtkreis;/;/;/;/;/;/;/;-;/;/
08315;      Breisgau-Hochschwarzwald, Landkreis;82,2;/;66,6;59,3;/;/;404,2;-;37,9;287,8
08316;      Emmendingen, Landkreis;86,3;/;/;/;/;/;/;/;-;/
08317;      Ortenaukreis, Landkreis;78,2;/;76,8;/;/;74,8;/;/;/;361,6
08325;      Rottweil, Landkreis;83,9;/;75,6;54,6;52,9;91,7;/;-;44,6;471,6
08326;      Schwarzwald-Baar-Kreis, Landkreis;78,7;/;65,4;/;/;/;/;/;/;/
08327;      Tuttlingen, Landkreis;71,9;/;67,2;51,5;/;/;/;-;/;440,7
08335;      Konstanz, Landkreis;69;/;/;/;/;/;/;/;/;460,7
08336;      Lörrach, Landkreis;/;/;/;/;/;/;/;-;/;/
08337;      Waldshut, Landkreis;78,2;/;68,2;50;53,9;82,3;/;/;/;411,8
08415;      Reutlingen, Landkreis;70,6;/;67,4;52,6;59,9;66,7;272,1;/;38,4;349,3
08416;      Tübingen, Landkreis;85,7;/;77,8;60,5;59,8;/;/;/;46,2;/
08417;      Zollernalbkreis, Landkreis;73,1;/;66,6;46,6;57,7;69,6;/;-;38,5;455
08421;      Ulm, Stadtkreis;/;/;/;/;/;/;/;/;/;/
08425;      Alb-Donau-Kreis, Landkreis;81,3;/;68,3;57,6;/;70,3;379;654,6;41,4;451,6
08426;      Biberach, Landkreis;87,3;/;74,7;59,1;69,2;73,1;/;/;42,1;454,7
08435;      Bodenseekreis, Landkreis;81,2;/;62,6;/;/;/;/;/;/;465,4
08436;      Ravensburg, Landkreis;84,7;/;77,2;/;65,5;81,7;/;/;/;469,2
08437;      Sigmaringen, Landkreis;85,9;/;75,3;67,8;64,7;71;/;/;40,6;443,1
2017;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;71,6;-;/;/;/;-;/;840,9;-;/
08115;      Böblingen, Landkreis;81,8;/;70,5;66,1;/;/;/;898,8;36,5;/
08116;      Esslingen, Landkreis;74,3;/;72,7;/;/;/;/;-;/;539,2
08117;      Göppingen, Landkreis;82,2;/;75,1;/;/;/;/;/;/;544,2
08118;      Ludwigsburg, Landkreis;68,6;/;76,6;57,5;/;/;405,5;866,4;/;505,9
08119;      Rems-Murr-Kreis, Landkreis;74;/;73,9;69,3;44,2;63,1;414,8;/;/;494,2
08121;      Heilbronn, Stadtkreis;/;-;-;/;/;-;/;/;/;/
08125;      Heilbronn, Landkreis;79,6;/;79,1;65,4;/;/;454,7;918,5;37,5;516,2
08126;      Hohenlohekreis, Landkreis;78,6;/;74,1;54,6;42,5;56,4;/;915,5;40,8;480,2
08127;      Schwäbisch Hall, Landkreis;85,3;/;78,9;68,6;/;79,6;/;/;38,7;471,8
08128;      Main-Tauber-Kreis, Landkreis;72,9;73,5;72,1;57,3;45,6;66,1;330,9;868,8;38,7;523,8
08135;      Heidenheim, Landkreis;59;/;/;/;/;/;/;/;/;510,9
08136;      Ostalbkreis, Landkreis;84,4;/;80,4;50,7;/;/;/;/;40;504
08211;      Baden-Baden, Stadtkreis;/;/;/;/;-;-;/;-;-;-
08212;      Karlsruhe, Stadtkreis;/;/;/;/;/;/;/;-;-;/
08215;      Karlsruhe, Landkreis;65,9;53,7;67,4;56,8;39,9;/;570,1;773,5;38,5;/
08216;      Rastatt, Landkreis;/;/;/;/;/;/;/;-;/;/
08221;      Heidelberg, Stadtkreis;/;-;/;/;-;-;/;/;/;/
08222;      Mannheim, Stadtkreis;/;-;/;/;/;-;/;/;/;/
08225;      Neckar-Odenwald-Kreis, Landkreis;74,7;56,9;66,8;55,8;47,8;66,5;/;944,4;35,3;496,5
08226;      Rhein-Neckar-Kreis, Landkreis;78;/;74;63,1;54,7;/;/;854,5;38,1;577,7
08231;      Pforzheim, Stadtkreis;/;/;/;-;/;/;/;-;-;/
08235;      Calw, Landkreis;80,8;/;/;/;/;/;/;/;/;/
08236;      Enzkreis, Landkreis;77,8;/;74,6;/;/;/;/;/;42,8;433,2
08237;      Freudenstadt, Landkreis;80,4;/;58;/;41,3;/;301,2;-;42,4;352,8
08311;      Freiburg im Breisgau, Stadtkreis;/;/;/;/;/;/;/;-;-;/
08315;      Breisgau-Hochschwarzwald, Landkreis;80;/;71,7;52;/;/;456,1;-;28,1;335,8
08316;      Emmendingen, Landkreis;82,6;/;/;/;/;/;/;-;-;/
08317;      Ortenaukreis, Landkreis;80,4;/;69,5;/;59,4;65,9;/;-;/;342,4
08325;      Rottweil, Landkreis;74,3;/;69,7;44,6;41,3;/;/;-;33,1;506,5
08326;      Schwarzwald-Baar-Kreis, Landkreis;77,1;/;70,1;45,7;/;/;/;/;/;/
08327;      Tuttlingen, Landkreis;71,3;/;/;/;27,8;/;493,9;-;/;542,2
08335;      Konstanz, Landkreis;61,2;/;/;/;/;/;/;/;/;544,6
08336;      Lörrach, Landkreis;/;/;/;/;/;/;/;-;/;/
08337;      Waldshut, Landkreis;77,6;/;72,7;48,4;43,8;72,2;/;/;/;441,9
08415;      Reutlingen, Landkreis;66,4;/;69,3;49,5;39,9;61,5;232,5;/;34,8;350
08416;      Tübingen, Landkreis;80,8;/;/;/;/;/;/;/;/;/
08417;      Zollernalbkreis, Landkreis;67,2;/;72,1;48,6;47,8;/;/;/;34,5;433,1
08421;      Ulm, Stadtkreis;/;/;/;/;-;/;/;-;/;/
08425;      Alb-Donau-Kreis, Landkreis;80,9;/;74,4;52,8;50,4;75,5;420,5;/;39,4;475,4
08426;      Biberach, Landkreis;88,7;/;77,1;55,1;53,2;70,9;/;/;40,4;515,9
08435;      Bodenseekreis, Landkreis;86,8;/;77,2;/;/;/;/;-;/;463,2
08436;      Ravensburg, Landkreis;84,6;/;76,4;/;46,2;76,6;/;/;/;492,2
08437;      Sigmaringen, Landkreis;89,2;/;77,5;59,1;46,4;/;/;/;42,5;468,5
2016;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;68,6;.;.;.;.;.;463,7;797,9;.;.
08115;      Böblingen, Landkreis;73,6;.;69,3;62,1;.;.;.;751,8;40,1;.
08116;      Esslingen, Landkreis;63,1;.;57,7;.;.;.;.;.;.;426,2
08117;      Göppingen, Landkreis;60,8;.;60,6;.;.;.;.;.;.;469
08118;      Ludwigsburg, Landkreis;67,6;.;62,5;48,8;48,9;.;310,6;768,8;.;458,2
08119;      Rems-Murr-Kreis, Landkreis;61,9;.;59;.;43;50,9;341,9;820,2;38,8;430,1
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;71,1;.;74,8;52;.;.;408,1;830,4;38,1;471,2
08126;      Hohenlohekreis, Landkreis;68,5;.;70,2;40,2;.;57,3;.;754,7;41,2;455,7
08127;      Schwäbisch Hall, Landkreis;76,1;.;71,8;59,1;.;62,5;278,2;.;40,4;432,8
08128;      Main-Tauber-Kreis, Landkreis;66,9;71,2;67,4;50,2;48,1;57;231,2;754,4;37,7;383,1
08135;      Heidenheim, Landkreis;60,2;.;66,4;.;35,7;.;.;.;.;463,5
08136;      Ostalbkreis, Landkreis;67,6;.;70,1;44,9;.;.;.;.;41,8;439,6
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;58,5;53,5;70,1;41,5;43,1;.;...;749,5;36,8;.
08216;      Rastatt, Landkreis;60,3;.;.;.;.;.;.;.;.;.
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;63,5;.;63,7;49,4;40,8;50,5;.;.;37,4;439
08226;      Rhein-Neckar-Kreis, Landkreis;61,7;51,1;72,6;50,9;.;.;.;794,2;37,8;484
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08235;      Calw, Landkreis;82,7;.;.;70,3;.;.;227,9;.;.;.
08236;      Enzkreis, Landkreis;66,2;.;62,1;.;.;.;.;.;36,3;423,1
08237;      Freudenstadt, Landkreis;78,1;.;70,6;43,8;47,6;57;199,6;.;44,2;429,6
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;68,7;.;81,9;.;.;.;433,6;.;40,4;262,9
08316;      Emmendingen, Landkreis;56,2;.;.;.;.;.;.;.;.;.
08317;      Ortenaukreis, Landkreis;54,2;.;57;.;.;35,6;.;.;.;.
08325;      Rottweil, Landkreis;69,5;.;68,2;41,9;41,9;.;.;.;37,1;396,5
08326;      Schwarzwald-Baar-Kreis, Landkreis;67,5;.;66,9;44,2;.;.;.;.;.;.
08327;      Tuttlingen, Landkreis;62,9;.;74,4;28,8;47,1;51,6;.;.;.;450,3
08335;      Konstanz, Landkreis;51,2;.;60,5;.;41,2;.;.;.;36,1;432,3
08336;      Lörrach, Landkreis;.;.;.;.;.;.;.;.;.;.
08337;      Waldshut, Landkreis;60,8;.;63,1;46,9;42,3;53,4;.;.;.;409,3
08415;      Reutlingen, Landkreis;58,7;.;63,3;37,6;49,2;51,9;70,3;.;.;329,1
08416;      Tübingen, Landkreis;68,8;.;76,7;51,4;43,3;.;.;.;44,1;.
08417;      Zollernalbkreis, Landkreis;62,5;.;61,1;42,4;44,1;.;.;.;.;412
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;71,1;.;67,7;56,8;48,4;61,9;464,9;651,9;38,7;480,1
08426;      Biberach, Landkreis;64,7;.;64,1;44,7;51;43;.;.;38,2;434,7
08435;      Bodenseekreis, Landkreis;61,4;.;69,4;.;.;.;.;.;.;.
08436;      Ravensburg, Landkreis;65,9;.;64,3;47,5;.;55,6;.;.;.;384,6
08437;      Sigmaringen, Landkreis;62,7;.;66;49,6;47,4;.;.;.;38,6;443,3
2015;;;;;;;;;;;
08111;      Stuttgart, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08115;      Böblingen, Landkreis;87,2;.;72,1;63,6;.;.;.;716,2;42,6;.
08116;      Esslingen, Landkreis;79,7;.;65,6;.;.;.;.;.;.;368,7
08117;      Göppingen, Landkreis;79,9;.;76,1;.;.;68,8;.;.;.;460,3
08118;      Ludwigsburg, Landkreis;81,4;.;70,7;60,5;48,7;.;344,3;672,7;.;417,7
08119;      Rems-Murr-Kreis, Landkreis;72,8;.;70,2;57,5;41,5;69,2;386,1;735,1;.;398,8
08121;      Heilbronn, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08125;      Heilbronn, Landkreis;85,2;.;74,5;67,5;.;.;.;720,9;45,4;410,6
08126;      Hohenlohekreis, Landkreis;81,2;.;67,7;55,5;46,9;72,4;.;629,6;41,2;394,4
08127;      Schwäbisch Hall, Landkreis;83,9;.;72,7;61,6;45,4;76,5;.;.;40,7;390,2
08128;      Main-Tauber-Kreis, Landkreis;64,8;54,1;57,4;49,9;40,9;53,2;194,2;574,8;40,1;321,4
08135;      Heidenheim, Landkreis;68,8;.;69,4;.;.;.;.;.;.;.
08136;      Ostalbkreis, Landkreis;85,2;.;73,8;51,3;.;.;.;.;47,7;399,9
08211;      Baden-Baden, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08212;      Karlsruhe, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08215;      Karlsruhe, Landkreis;75,4;53,8;63,1;58,3;42,3;.;.;681,1;42;.
08216;      Rastatt, Landkreis;.;.;.;.;.;.;.;.;.;.
08221;      Heidelberg, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08222;      Mannheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08225;      Neckar-Odenwald-Kreis, Landkreis;71,4;.;60;47,2;46,4;67,4;.;.;37,1;371,8
08226;      Rhein-Neckar-Kreis, Landkreis;72,8;53,9;64,8;53,1;38,8;.;.;733,7;38,2;432,1
08231;      Pforzheim, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08235;      Calw, Landkreis;82;.;.;.;.;.;244;.;.;.
08236;      Enzkreis, Landkreis;83;.;70,5;53,5;51,3;.;.;.;45,2;426,5
08237;      Freudenstadt, Landkreis;75,7;.;70,2;45,5;48,7;.;.;.;42,6;361,5
08311;      Freiburg im Breisgau, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08315;      Breisgau-Hochschwarzwald, Landkreis;90,3;.;78,4;.;.;.;389,7;.;.;.
08316;      Emmendingen, Landkreis;.;.;.;.;.;.;.;.;.;.
08317;      Ortenaukreis, Landkreis;86;.;72,6;.;.;70;.;.;.;.
08325;      Rottweil, Landkreis;70,5;.;62,9;36,6;49,6;71;.;.;37,6;349,4
08326;      Schwarzwald-Baar-Kreis, Landkreis;78,3;.;71,3;45,7;.;64,7;.;.;.;.
08327;      Tuttlingen, Landkreis;65;.;65,2;36,9;40,4;.;.;.;.;.
08335;      Konstanz, Landkreis;.;.;.;.;.;.;.;.;.;416,1
08336;      Lörrach, Landkreis;.;.;.;.;.;.;.;.;.;.
08337;      Waldshut, Landkreis;81,1;.;65,5;48,9;43,6;77,8;.;.;.;410,2
08415;      Reutlingen, Landkreis;59,2;.;59,7;45,6;46,2;61,4;154;.;.;314,8
08416;      Tübingen, Landkreis;74,7;.;.;59,8;.;.;.;.;45,7;.
08417;      Zollernalbkreis, Landkreis;60,5;.;62,8;52,9;41,5;.;.;.;.;334,6
08421;      Ulm, Stadtkreis;.;.;.;.;.;.;.;.;.;.
08425;      Alb-Donau-Kreis, Landkreis;79,5;.;67,8;56,1;.;76,7;385,6;.;40;381,3
08426;      Biberach, Landkreis;85,8;.;72,5;49,7;55,1;81,4;.;.;37,3;409,3
08435;      Bodenseekreis, Landkreis;81,7;.;65,1;.;.;.;.;.;.;.
08436;      Ravensburg, Landkreis;78,7;.;71,9;.;.;76,7;.;.;.;445,4
08437;      Sigmaringen, Landkreis;80,1;.;72,4;51,6;53,5;.;.;.;39,7;391,5
______________;;;;;;;;;;;


